ZP Download Data,,,,,,,,
2025/8/23 11:12,,,,,,,,
C:\Users\aoit0\OneDrive\デスクトップ\BWSC2025ZPデータ\ZP_Datayosen.csv,,,,,,,,
データ記録=,5秒間隔,,,,,,,
データ数=,1365,,,,,,,
No,Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],
1186,0,0.23,99.2,0,22.8,0,0,
1187,0,0.22,99.2,0,21.8,0,0,
1188,0,0.21,99.2,0,20.8,0,0,
1189,0,0.23,99.3,0,22.8,0,0,
1190,0,0.22,99.3,0,21.8,0,0,
1191,0,0.23,99.3,0,22.8,0,0,
1192,0,4.01,98.6,0,395.4,0,7,
1193,0,0.85,99.2,0,84.3,0,11,
1194,0,0.86,99.2,0,85.3,0,12,
1195,0,0.83,99.2,0,82.3,0,12,
1196,0,0.9,99.2,0,89.3,0,13,
1197,0,0.23,99.3,0,22.8,0,13,
1198,0,0.22,99.3,0,21.8,0,13,
1199,0,0.23,99.3,0,22.8,0,13,
1200,0,0.22,99.3,0,21.8,0,12,
1201,0,0.25,99.3,0,24.8,0,12,
1202,0,0.26,99.3,0,25.8,0,11,
1203,0,0.23,99.3,0,22.8,0,11,
1204,0,0.25,99.3,0,24.8,0,10,
1205,0,0.25,99.3,0,24.8,0,10,
1206,0,0.23,99.3,0,22.8,0,9,
1207,0,0.26,99.3,0,25.8,0,9,
1208,0,0.82,99.2,0,81.3,0,9,
1209,0,0.82,99.2,0,81.3,0,10,
1210,0,0.81,99.2,0,80.4,0,11,
1211,0,0.89,99.2,0,88.3,0,12,
1212,0,0.87,99.2,0,86.3,0,12,
1213,0,0.97,99.2,0,96.2,0,13,
1214,0,0.93,99.2,0,92.3,0,14,
1215,0,0.96,99.2,0,95.2,0,15,
1216,0,0.86,99.2,0,85.3,0,15,
1217,0,0.8,99.2,0,79.4,0,16,
1218,0,0.23,99.3,0,22.8,0,15,
1219,0,0.23,99.3,0,22.8,0,14,
1220,0,0.22,99.3,0,21.8,0,14,
1221,0,0.22,99.3,0,21.8,0,13,
1222,0,0.22,99.3,0,21.8,0,10,
1223,0,5.08,98.6,0,500.9,0,12,
1224,0,7.02,98.3,0,690.1,0,21,
1225,0,1.92,99,0,190.1,0,26,
1226,0,1.93,99,0,191.1,0,26,
1227,0,0.23,99.3,0,22.8,0,26,
1228,0,0.22,99.3,0,21.8,0,22,
1229,0,0.23,99.3,0,22.8,0,19,
1230,0,0.22,99.3,0,21.8,0,16,
1231,0,0.23,99.3,0,22.8,0,11,
1232,0,0.23,99.3,0,22.8,0,10,
1233,0,0.22,99.3,0,21.8,0,8,
1234,0,0.22,99.3,0,21.8,0,0,
1235,0,0.22,99.3,0,21.8,0,0,
1236,0,0.68,99.2,0,67.5,0,2,
1237,0,0.22,99.3,0,21.8,0,0,
1238,0,0.22,99.3,0,21.8,0,0,
1239,0,0.22,99.3,0,21.8,0,0,
1240,0,0.23,99.3,0,22.8,0,0,
1241,0,0.23,99.3,0,22.8,0,0,
1242,0,0.23,99.3,0,22.8,0,0,
1243,0,0.22,99.3,0,21.8,0,0,
1244,0,1.67,99.1,0,165.5,0,0,
1245,0,0.23,99.3,0,22.8,0,4,
1246,0,0.23,99.3,0,22.8,0,3,
1247,0,0.22,99.3,0,21.8,0,0,
1248,0,0.23,99.3,0,22.8,0,0,
1249,0,0.22,99.3,0,21.8,0,0,
1250,0,0.22,99.3,0,21.8,0,0,
1251,0,0.22,99.3,0,21.8,0,0,
1252,0,0.22,99.3,0,21.8,0,0,
1253,0,0.22,99.3,0,21.8,0,0,
1254,0,0.22,99.3,0,21.8,0,0,
1255,0,0.2,99.3,0,19.9,0,0,
1256,0,0.2,99.3,0,19.9,0,0,
1257,0,0.2,99.3,0,19.9,0,0,
1258,0,0.2,99.3,0,19.9,0,0,
1259,0,0.2,99.3,0,19.9,0,0,
1260,0,0.2,99.3,0,19.9,0,0,
1261,0,0.2,99.3,0,19.9,0,0,
1262,0,0.2,99.3,0,19.9,0,0,
1263,0,0.2,99.3,0,19.9,0,0,
1264,0,0.2,99.3,0,19.9,0,0,
1265,0,0.2,99.3,0,19.9,0,0,
1266,0,0.2,99.4,0,19.9,0,0,
1267,0,0.2,99.3,0,19.9,0,0,
1268,0,0.2,99.3,0,19.9,0,0,
1269,0,0.2,99.3,0,19.9,0,0,
1270,0,0.2,99.3,0,19.9,0,0,
1271,0,0.2,99.3,0,19.9,0,0,
1272,0,0.2,99.3,0,19.9,0,0,
1273,0,0.2,99.4,0,19.9,0,0,
1274,0,0.2,99.3,0,19.9,0,0,
1275,0,0.2,99.3,0,19.9,0,0,
1276,0,0.2,99.3,0,19.9,0,0,
1277,0,0.2,99.3,0,19.9,0,0,
1278,0,0.2,99.3,0,19.9,0,0,
1279,0,0.2,99.3,0,19.9,0,0,
1280,0,0.2,99.3,0,19.9,0,0,
1281,0,0.2,99.3,0,19.9,0,0,
1282,0,0.2,99.3,0,19.9,0,0,
1283,0,0.2,99.3,0,19.9,0,0,
1284,0,0.2,99.3,0,19.9,0,0,
1285,0,0.2,99.3,0,19.9,0,0,
1286,0,0.2,99.3,0,19.9,0,0,
1287,0,0.2,99.3,0,19.9,0,0,
1288,0,0.2,99.4,0,19.9,0,3,
1289,0,0.2,99.3,0,19.9,0,4,
1290,0,0.2,99.3,0,19.9,0,4,
1291,0,0.2,99.4,0,19.9,0,5,
1292,0,0.2,99.3,0,19.9,0,3,
1293,0,0.2,99.3,0,19.9,0,5,
1294,0,0.2,99.3,0,19.9,0,4,
1295,0,0.2,99.3,0,19.9,0,4,
1296,0,0.2,99.4,0,19.9,0,4,
1297,0,0.2,99.3,0,19.9,0,4,
1298,0,0.2,99.3,0,19.9,0,4,
1299,0,0.2,99.3,0,19.9,0,3,
1300,0,0.2,99.3,0,19.9,0,4,
1301,0,0.2,99.3,0,19.9,0,4,
1302,0,0.2,99.3,0,19.9,0,4,
1303,0,0.2,99.3,0,19.9,0,4,
1304,0,0.2,99.3,0,19.9,0,4,
1305,0,0.2,99.3,0,19.9,0,3,
1306,0,0.2,99.3,0,19.9,0,3,
1307,0,0.2,99.3,0,19.9,0,3,
1308,0,0.2,99.3,0,19.9,0,3,
1309,0,0.2,99.3,0,19.9,0,3,
1310,0,0.2,99.4,0,19.9,0,3,
1311,0,0.2,99.3,0,19.9,0,3,
1312,0,0.2,99.3,0,19.9,0,3,
1313,0,0.2,99.3,0,19.9,0,3,
1314,0,0.2,99.3,0,19.9,0,3,
1315,0,0.2,99.3,0,19.9,0,0,
1316,0,0.2,99.4,0,19.9,0,0,
1317,0,0.2,99.3,0,19.9,0,2,
1318,0,0.2,99.3,0,19.9,0,0,
1319,0,0.2,99.3,0,19.9,0,0,
1320,0,0.2,99.4,0,19.9,0,0,
1321,0,0.2,99.3,0,19.9,0,0,
1322,0,0.2,99.4,0,19.9,0,0,
1323,0,0.2,99.3,0,19.9,0,0,
1324,0,0.2,99.3,0,19.9,0,0,
1325,0,0.2,99.3,0,19.9,0,0,
1326,0,0.2,99.3,0,19.9,0,0,
1327,0,0.2,99.3,0,19.9,0,0,
1328,0,0.2,99.3,0,19.9,0,0,
1329,0,0.2,99.4,0,19.9,0,0,
1330,0,0.2,99.3,0,19.9,0,0,
1331,0,0.2,99.3,0,19.9,0,0,
1332,0,0.2,99.3,0,19.9,0,0,
1333,0,0.2,99.3,0,19.9,0,0,
1334,0,0.2,99.3,0,19.9,0,0,
1335,0,0.2,99.3,0,19.9,0,0,
1336,0,0.2,99.3,0,19.9,0,0,
1337,0,0.2,99.4,0,19.9,0,0,
1338,0,0.2,99.3,0,19.9,0,0,
1339,0,0.2,99.4,0,19.9,0,0,
1340,0,0.2,99.3,0,19.9,0,0,
1341,0,0.2,99.3,0,19.9,0,0,
1342,0,0.2,99.3,0,19.9,0,0,
1343,0,0.2,99.3,0,19.9,0,0,
1344,0,0.2,99.4,0,19.9,0,0,
1345,0,0.2,99.3,0,19.9,0,0,
1346,0,0.2,99.3,0,19.9,0,0,
1347,0,0.2,99.3,0,19.9,0,0,
1348,0,0.2,99.4,0,19.9,0,0,
1349,0,0.2,99.3,0,19.9,0,0,
1350,0,0.2,99.4,0,19.9,0,0,
1351,0,0.2,99.3,0,19.9,0,0,
1352,0,0.2,99.3,0,19.9,0,0,
1353,0,0.2,99.3,0,19.9,0,0,
1354,0,0.2,99.3,0,19.9,0,0,
1355,0,0.2,99.3,0,19.9,0,0,
1356,0,0.2,99.3,0,19.9,0,0,
1357,0,0.2,99.3,0,19.9,0,0,
1358,0,0.2,99.3,0,19.9,0,0,
1359,0,0.2,99.3,0,19.9,0,0,
1360,0,0.2,99.3,0,19.9,0,0,
1361,0,0.2,99.4,0,19.9,0,0,
1362,0,0.2,99.3,0,19.9,0,0,
1363,0,0.2,99.3,0,19.9,0,0,
1364,0,0.2,99.3,0,19.9,0,0,
1365,0,0.2,99.3,0,19.9,0,0,
,,,,,,,,
温度データ記録=,1分間隔,,102,,,,95,max
データ数=,114,,,,,,,
No,Temp[℃],,,,,,,
1,29,,,,,,,
2,29,,,,,,,
3,29,,,,,,,
4,29,,,,,,,
5,29,,,,,,,
6,29,,,,,,,
7,29,,,,,,,
8,29,,,,,,,
9,30,,,,,,,
10,30,,,,,,,
11,30,,,,,,,
12,30,,,,,,,
13,30,,,,,,,
14,30,,,,,,,
15,30,,,,,,,
16,30,,,,,,,
17,30,,,,,,,
18,30,,,,,,,
19,30,,,,,,,
20,30,,,,,,,
21,30,,,,,,,
22,30,,,,,,,
23,30,,,,,,,
24,30,,,,,,,
25,30,,,,,,,
26,30,,,,,,,
27,30,,,,,,,
28,30,,,,,,,
29,30,,,,,,,
30,30,,,,,,,
31,30,,,,,,,
32,30,,,,,,,
33,30,,,,,,,
34,30,,,,,,,
35,30,,,,,,,
36,30,,,,,,,
37,30,,,,,,,
38,30,,,,,,,
39,31,,,,,,,
40,31,,,,,,,
41,31,,,,,,,
42,31,,,,,,,
43,31,,,,,,,
44,31,,,,,,,
45,31,,,,,,,
46,31,,,,,,,
47,31,,,,,,,
48,31,,,,,,,
49,31,,,,,,,
50,31,,,,,,,
51,31,,,,,,,
52,31,,,,,,,
53,31,,,,,,,
54,31,,,,,,,
55,31,,,,,,,
56,31,,,,,,,
57,31,,,,,,,
58,32,,,,,,,
59,32,,,,,,,
60,32,,,,,,,
61,32,,,,,,,
62,33,,,,,,,
63,33,,,,,,,
64,33,,,,,,,
65,33,,,,,,,
66,33,,,,,,,
67,34,,,,,,,
68,34,,,,,,,
69,34,,,,,,,
70,34,,,,,,,
71,34,,,,,,,
72,34,,,,,,,
73,35,,,,,,,
74,35,,,,,,,
75,35,,,,,,,
76,35,,,,,,,
77,35,,,,,,,
78,35,,,,,,,
79,35,,,,,,,
80,35,,,,,,,
81,35,,,,,,,
82,35,,,,,,,
83,35,,,,,,,
84,35,,,,,,,
85,36,,,,,,,
86,36,,,,,,,
87,36,,,,,,,
88,36,,,,,,,
89,35,,,,,,,
90,36,,,,,,,
91,36,,,,,,,
92,36,,,,,,,
93,36,,,,,,,
94,36,,,,,,,
95,36,,,,,,,
96,36,,,,,,,
97,36,,,,,,,
98,36,,,,,,,
99,36,,,,,,,
100,36,,,,,,,
101,36,,,,,,,
102,36,,,,,,,
103,36,,,,,,,
104,36,,,,,,,
105,36,,,,,,,
106,36,,,,,,,
107,36,,,,,,,
108,36,,,,,,,
109,36,,,,,,,
110,36,,,,,,,
111,36,,,,,,,
112,37,,,,,,,
113,36,,,,,,,
114,36,,,,,,,
,,,,,,,,
周回回数=,2,,,,,,,
No,LapTime_sec[秒],Lap_Motort_Wh[Wh],,,,,,
1,143,56.4,,,,,,
2,139,70.5,,,,,,
