time_utc,speed_cmd_kmh,upper_speed_cmd_kmh,speed_meas_kmh,throttle_cmd_pct,drive_mode,soc,Tb_C,batt_current_a,batt_voltage_v,motor_w,motor_a,solar_w,wheel_w,pack_w,G_poa,Tcell_C,Tamb_C,headwind_ms,slope_pct,s_km,system_state,system_diag,mpc_state,system_health
2026-01-27T00:37:12.835921Z,55.03,58.45,56.99,18.18,eco,0.05,36.98,16.15,96.37,1995.9,20.71,1364.8,1134.4,631.1,1271.8,48.0,34.93,1.33,0.49,2.912,RUN,OK,RUN,0.98
2026-01-27T00:37:13.035921Z,55.03,58.45,56.99,17.98,eco,0.05,36.98,16.2,96.35,1994.9,20.7,1365.1,1139.7,629.8,1272.1,48.0,34.93,1.33,0.49,2.915,RUN,OK,RUN,0.98
2026-01-27T00:37:13.235921Z,55.04,58.44,56.99,17.78,eco,0.05,36.98,16.25,96.33,1993.9,20.7,1365.4,1145.0,628.5,1272.3,48.0,34.93,1.33,0.49,2.918,RUN,OK,RUN,0.98
2026-01-27T00:37:13.435921Z,55.05,58.44,56.99,17.58,eco,0.05,36.98,16.3,96.31,1992.7,20.69,1365.7,1150.3,627.0,1272.6,48.0,34.93,1.33,0.49,2.921,RUN,OK,RUN,0.98
2026-01-27T00:37:13.635921Z,55.06,58.43,56.99,17.39,eco,0.05,36.98,16.35,96.29,1991.5,20.68,1366.0,1155.6,625.5,1272.8,48.0,34.93,1.33,0.49,2.925,RUN,OK,RUN,0.98
2026-01-27T00:37:13.835921Z,55.07,58.43,56.99,17.19,eco,0.05,36.98,16.4,96.27,1990.1,20.67,1366.3,1160.8,623.8,1273.1,48.0,34.93,1.32,0.49,2.928,RUN,OK,RUN,0.98
2026-01-27T00:37:14.035921Z,55.08,58.43,56.99,16.99,eco,0.05,36.98,16.45,96.25,1988.7,20.66,1366.6,1166.1,622.1,1273.3,48.0,34.93,1.32,0.49,2.931,RUN,OK,RUN,0.98
2026-01-27T00:37:14.235921Z,55.09,58.43,56.98,16.8,eco,0.05,36.98,16.49,96.24,1987.2,20.65,1366.9,1171.3,620.2,1273.5,48.0,34.93,1.32,0.49,2.934,RUN,OK,RUN,0.98
2026-01-27T00:37:14.435921Z,55.1,58.43,56.98,16.6,eco,0.05,36.98,16.54,96.22,1985.5,20.64,1367.2,1176.5,618.3,1273.8,48.0,34.94,1.32,0.49,2.937,RUN,OK,RUN,0.98
2026-01-27T00:37:14.635921Z,55.11,58.42,56.98,16.41,eco,0.05,36.99,16.58,96.2,1983.8,20.62,1367.5,1181.7,616.3,1274.0,48.0,34.94,1.32,0.49,2.94,RUN,OK,RUN,0.98
2026-01-27T00:37:14.835921Z,55.12,58.42,56.98,16.21,eco,0.05,36.99,16.63,96.18,1982.0,20.61,1367.8,1186.9,614.2,1274.2,48.0,34.94,1.31,0.49,2.944,RUN,OK,RUN,0.98
2026-01-27T00:37:15.035921Z,55.14,58.43,56.97,16.02,eco,0.05,36.99,16.67,96.16,1980.0,20.59,1368.1,1192.1,611.9,1274.5,48.0,34.94,1.31,0.48,2.947,RUN,OK,RUN,0.98
2026-01-27T00:37:15.235921Z,55.15,58.43,56.97,15.83,eco,0.05,36.99,16.72,96.14,1978.0,20.57,1368.4,1197.3,609.6,1274.7,48.0,34.94,1.31,0.48,2.95,RUN,OK,RUN,0.98
2026-01-27T00:37:15.435921Z,55.16,58.43,56.97,15.64,eco,0.05,36.99,16.76,96.12,1975.9,20.56,1368.7,1202.4,607.2,1274.9,48.0,34.94,1.31,0.48,2.953,RUN,OK,RUN,0.98
2026-01-27T00:37:15.635921Z,55.18,58.43,56.97,15.44,eco,0.05,36.99,16.8,96.1,1973.7,20.54,1369.0,1207.5,604.7,1275.2,48.0,34.94,1.31,0.48,2.956,RUN,OK,RUN,0.98
2026-01-27T00:37:15.835921Z,55.19,58.43,56.97,15.25,eco,0.05,36.99,16.85,96.08,1971.4,20.52,1369.3,1212.6,602.1,1275.4,48.0,34.94,1.3,0.48,2.959,RUN,OK,RUN,0.98
2026-01-27T00:37:16.035921Z,55.21,58.44,56.96,15.07,eco,0.05,36.99,16.89,96.06,1969.0,20.5,1369.5,1217.7,599.4,1275.6,48.0,34.94,1.3,0.48,2.963,RUN,OK,RUN,0.98
2026-01-27T00:37:16.235921Z,55.23,58.44,56.96,14.88,eco,0.05,36.99,16.93,96.04,1966.5,20.48,1369.8,1222.8,596.7,1275.9,47.99,34.94,1.3,0.48,2.966,RUN,OK,RUN,0.98
2026-01-27T00:37:16.435921Z,55.24,58.45,56.96,14.69,eco,0.05,36.99,16.97,96.02,1963.9,20.45,1370.1,1227.9,593.8,1276.1,47.99,34.94,1.3,0.48,2.969,RUN,OK,RUN,0.98
2026-01-27T00:37:16.635921Z,55.26,58.45,56.95,14.5,eco,0.05,36.99,17.01,96.0,1961.2,20.43,1370.4,1232.9,590.8,1276.3,47.99,34.95,1.29,0.48,2.972,RUN,OK,RUN,0.98
2026-01-27T00:37:16.835921Z,55.28,58.46,56.95,14.32,eco,0.05,36.99,17.04,95.98,1958.4,20.4,1370.7,1237.9,587.7,1276.5,47.99,34.95,1.29,0.48,2.975,RUN,OK,RUN,0.98
2026-01-27T00:37:17.035921Z,55.3,58.46,56.95,14.13,eco,0.05,36.99,17.08,95.96,1955.6,20.38,1371.0,1242.9,584.6,1276.8,47.99,34.95,1.29,0.48,2.978,RUN,OK,RUN,0.98
2026-01-27T00:37:17.235921Z,55.32,58.47,56.95,13.95,eco,0.05,36.99,17.12,95.94,1952.6,20.35,1371.2,1247.9,581.3,1277.0,47.99,34.95,1.29,0.48,2.982,RUN,OK,RUN,0.98
2026-01-27T00:37:17.435921Z,55.34,58.48,56.94,13.77,eco,0.05,36.99,17.15,95.92,1949.5,20.32,1371.5,1252.8,578.0,1277.2,47.99,34.95,1.29,0.48,2.985,RUN,OK,RUN,0.98
2026-01-27T00:37:17.635921Z,55.36,58.49,56.94,13.59,eco,0.05,36.99,17.19,95.9,1946.4,20.3,1371.8,1257.8,574.6,1277.4,47.99,34.95,1.28,0.48,2.988,RUN,OK,RUN,0.98
2026-01-27T00:37:17.835921Z,55.39,58.5,56.94,13.41,eco,0.05,36.99,17.22,95.88,1943.1,20.27,1372.1,1262.7,571.0,1277.7,47.99,34.95,1.28,0.48,2.991,RUN,OK,RUN,0.98
2026-01-27T00:37:18.035921Z,55.41,58.51,56.94,13.23,eco,0.05,36.99,17.26,95.86,1939.8,20.23,1372.3,1267.6,567.4,1277.9,47.99,34.95,1.28,0.48,2.994,RUN,OK,RUN,0.98
2026-01-27T00:37:18.235921Z,55.43,58.52,56.93,13.05,eco,0.05,36.99,17.29,95.84,1936.4,20.2,1372.6,1272.5,563.7,1278.1,47.99,34.95,1.28,0.48,2.997,RUN,OK,RUN,0.98
2026-01-27T00:37:18.435921Z,55.46,58.53,56.93,12.87,eco,0.05,36.99,17.32,95.82,1932.8,20.17,1372.9,1277.3,559.9,1278.3,47.99,34.95,1.27,0.48,3.001,RUN,OK,RUN,0.98
2026-01-27T00:37:18.635921Z,55.48,58.54,56.93,12.7,eco,0.05,36.99,17.36,95.8,1929.2,20.14,1373.2,1282.1,556.1,1278.5,47.99,34.95,1.27,0.48,3.004,RUN,OK,RUN,0.98
2026-01-27T00:37:18.835921Z,55.51,58.55,56.93,12.52,eco,0.05,36.99,17.39,95.78,1925.5,20.1,1373.4,1286.9,552.1,1278.7,47.99,34.95,1.27,0.48,3.007,RUN,OK,RUN,0.98
2026-01-27T00:37:19.035921Z,55.53,58.57,56.92,12.35,eco,0.05,36.99,17.42,95.76,1921.7,20.07,1373.7,1291.7,548.0,1279.0,47.99,34.95,1.27,0.48,3.01,RUN,OK,RUN,0.98
2026-01-27T00:37:19.235921Z,55.56,58.58,56.92,12.18,eco,0.05,36.99,17.45,95.75,1917.9,20.03,1374.0,1296.5,543.9,1279.2,47.99,34.96,1.27,0.48,3.013,RUN,OK,RUN,0.98
2026-01-27T00:37:19.435921Z,55.59,58.59,56.92,12.01,eco,0.05,36.99,17.48,95.73,1913.9,19.99,1374.2,1301.2,539.7,1279.4,47.99,34.96,1.26,0.48,3.016,RUN,OK,RUN,0.98
2026-01-27T00:37:19.635921Z,55.62,58.61,56.92,11.84,eco,0.05,36.99,17.5,95.71,1909.8,19.96,1374.5,1305.9,535.3,1279.6,47.99,34.96,1.26,0.48,3.02,RUN,OK,RUN,0.98
2026-01-27T00:37:19.835921Z,55.64,58.62,56.91,11.67,eco,0.05,37.0,17.53,95.69,1905.7,19.92,1374.8,1310.6,530.9,1279.8,47.99,34.96,1.26,0.48,3.023,RUN,OK,RUN,0.98
2026-01-27T00:37:20.035921Z,55.67,58.64,56.91,11.51,eco,0.05,37.0,17.56,95.67,1901.5,19.88,1375.0,1315.2,526.4,1280.0,47.98,34.96,1.26,0.48,3.026,RUN,OK,RUN,0.98
2026-01-27T00:37:20.235921Z,55.7,58.66,56.91,11.34,eco,0.05,37.0,17.58,95.65,1897.1,19.84,1375.3,1319.9,521.9,1280.2,47.98,34.96,1.25,0.48,3.029,RUN,OK,RUN,0.98
2026-01-27T00:37:20.435921Z,55.73,58.67,56.91,11.18,eco,0.05,37.0,17.61,95.63,1892.7,19.79,1375.5,1324.5,517.2,1280.4,47.98,34.96,1.25,0.48,3.032,RUN,OK,RUN,0.98
2026-01-27T00:37:20.635921Z,55.77,58.69,56.91,11.02,eco,0.05,37.0,17.63,95.61,1888.3,19.75,1375.8,1329.0,512.5,1280.6,47.98,34.96,1.25,0.48,3.035,RUN,OK,RUN,0.98
2026-01-27T00:37:20.835921Z,55.8,58.71,56.91,10.86,eco,0.05,37.0,17.66,95.59,1883.7,19.71,1376.0,1333.6,507.6,1280.8,47.98,34.96,1.25,0.47,3.038,RUN,OK,RUN,0.98
2026-01-27T00:37:21.035921Z,55.83,58.73,56.91,10.7,eco,0.05,37.0,17.68,95.57,1879.0,19.66,1376.3,1338.1,502.7,1281.0,47.98,34.96,1.24,0.47,3.042,RUN,OK,RUN,0.98
2026-01-27T00:37:21.235921Z,55.86,58.75,56.91,10.55,eco,0.05,37.0,17.7,95.55,1874.3,19.62,1376.6,1342.6,497.7,1281.2,47.98,34.96,1.24,0.47,3.045,RUN,OK,RUN,0.98
2026-01-27T00:37:21.435921Z,55.9,58.77,56.9,10.39,eco,0.05,37.0,17.72,95.53,1869.5,19.57,1376.8,1347.1,492.7,1281.4,47.98,34.96,1.24,0.47,3.048,RUN,OK,RUN,0.98
2026-01-27T00:37:21.635921Z,55.93,58.79,56.9,10.24,eco,0.05,37.0,17.74,95.51,1864.5,19.52,1377.1,1351.5,487.5,1281.6,47.98,34.96,1.24,0.47,3.051,RUN,OK,RUN,0.98
2026-01-27T00:37:21.835921Z,55.97,58.81,56.9,10.09,eco,0.05,37.0,17.76,95.49,1859.6,19.47,1377.3,1355.9,482.3,1281.8,47.98,34.97,1.24,0.47,3.054,RUN,OK,RUN,0.98
2026-01-27T00:37:22.035921Z,56.0,58.83,56.9,9.94,eco,0.05,37.0,17.78,95.47,1854.5,19.43,1377.6,1360.3,476.9,1282.0,47.98,34.97,1.23,0.47,3.057,RUN,OK,RUN,0.98
2026-01-27T00:37:22.235921Z,56.04,58.85,56.9,9.79,eco,0.05,37.0,17.8,95.45,1849.3,19.38,1377.8,1364.6,471.5,1282.2,47.98,34.97,1.23,0.47,3.061,RUN,OK,RUN,0.98
2026-01-27T00:37:22.435921Z,56.08,58.88,56.91,9.65,eco,0.05,37.0,17.82,95.43,1844.1,19.32,1378.0,1368.9,466.1,1282.4,47.98,34.97,1.23,0.47,3.064,RUN,OK,RUN,0.98
2026-01-27T00:37:22.635921Z,56.11,58.9,56.91,9.5,eco,0.05,37.0,17.83,95.41,1838.8,19.27,1378.3,1373.2,460.5,1282.6,47.97,34.97,1.23,0.47,3.067,RUN,OK,RUN,0.98
2026-01-27T00:37:22.835921Z,56.15,58.93,56.91,9.36,eco,0.05,37.0,17.85,95.39,1833.4,19.22,1378.5,1377.5,454.9,1282.8,47.97,34.97,1.22,0.47,3.07,RUN,OK,RUN,0.98
2026-01-27T00:37:23.035921Z,56.19,58.95,56.91,9.22,eco,0.05,37.0,17.86,95.37,1827.9,19.17,1378.8,1381.7,449.2,1283.0,47.97,34.97,1.22,0.47,3.073,RUN,OK,RUN,0.98
2026-01-27T00:37:23.235921Z,56.23,58.98,56.91,9.08,eco,0.05,37.0,17.88,95.35,1822.4,19.11,1379.0,1385.9,443.4,1283.2,47.97,34.97,1.22,0.47,3.076,RUN,OK,RUN,0.98
2026-01-27T00:37:23.435921Z,56.27,59.0,56.91,8.95,eco,0.05,37.0,17.89,95.33,1816.8,19.06,1379.2,1390.1,437.5,1283.4,47.97,34.97,1.22,0.47,3.08,RUN,OK,RUN,0.98
2026-01-27T00:37:23.635921Z,56.31,59.03,56.92,8.81,eco,0.05,37.0,17.91,95.31,1811.1,19.0,1379.5,1394.2,431.6,1283.6,47.97,34.97,1.21,0.47,3.083,RUN,OK,RUN,0.98
2026-01-27T00:37:23.835921Z,56.35,59.06,56.92,8.68,eco,0.05,37.0,17.92,95.29,1805.3,18.95,1379.7,1398.3,425.6,1283.8,47.97,34.97,1.21,0.47,3.086,RUN,OK,RUN,0.98
2026-01-27T00:37:24.035921Z,56.39,59.08,56.92,8.55,eco,0.05,37.0,17.93,95.27,1799.4,18.89,1380.0,1402.4,419.5,1284.0,47.97,34.97,1.21,0.47,3.089,RUN,OK,RUN,0.98
2026-01-27T00:37:24.235921Z,56.43,59.11,56.93,8.42,eco,0.05,37.0,17.94,95.25,1793.5,18.83,1380.2,1406.4,413.3,1284.1,47.97,34.97,1.21,0.47,3.092,RUN,OK,RUN,0.98
2026-01-27T00:37:24.435921Z,56.48,59.14,56.93,8.29,eco,0.05,37.0,17.95,95.23,1787.5,18.77,1380.4,1410.4,407.1,1284.3,47.97,34.97,1.2,0.47,3.095,RUN,OK,RUN,0.98
2026-01-27T00:37:24.635921Z,56.52,59.17,56.93,8.17,eco,0.05,37.0,17.96,95.21,1781.4,18.71,1380.6,1414.3,400.8,1284.5,47.97,34.97,1.2,0.47,3.099,RUN,OK,RUN,0.98
2026-01-27T00:37:24.835921Z,56.57,59.2,56.94,8.05,eco,0.05,37.0,17.96,95.19,1775.3,18.65,1380.9,1418.3,394.4,1284.7,47.96,34.97,1.2,0.47,3.102,RUN,OK,RUN,0.98
2026-01-27T00:37:25.035921Z,56.61,59.23,56.94,7.93,eco,0.05,37.0,17.97,95.17,1769.1,18.59,1381.1,1422.2,388.0,1284.9,47.96,34.98,1.19,0.47,3.105,RUN,OK,RUN,0.98
2026-01-27T00:37:25.235921Z,56.66,59.26,56.95,7.81,eco,0.05,37.0,17.98,95.15,1762.8,18.53,1381.3,1426.0,381.5,1285.1,47.96,34.98,1.19,0.47,3.108,RUN,OK,RUN,0.98
2026-01-27T00:37:25.435921Z,56.7,59.29,56.96,7.7,eco,0.05,37.0,17.98,95.13,1756.5,18.46,1381.6,1429.8,374.9,1285.2,47.96,34.98,1.19,0.46,3.111,RUN,OK,RUN,0.98
2026-01-27T00:37:25.635921Z,56.75,59.33,56.96,7.58,eco,0.05,37.0,17.99,95.11,1750.0,18.4,1381.8,1433.6,368.3,1285.4,47.96,34.98,1.19,0.46,3.114,RUN,OK,RUN,0.98
2026-01-27T00:37:25.835921Z,56.8,59.36,56.97,7.47,eco,0.05,37.0,17.99,95.09,1743.6,18.34,1382.0,1437.4,361.6,1285.6,47.96,34.98,1.18,0.46,3.118,RUN,OK,RUN,0.98
2026-01-27T00:37:26.035921Z,56.84,59.39,56.98,7.36,eco,0.05,37.0,18.0,95.07,1737.0,18.27,1382.2,1441.1,354.8,1285.8,47.96,34.98,1.18,0.46,3.121,RUN,OK,RUN,0.98
2026-01-27T00:37:26.235921Z,56.89,59.43,56.99,7.26,eco,0.05,37.0,18.0,95.05,1730.4,18.21,1382.4,1444.8,347.9,1286.0,47.96,34.98,1.18,0.46,3.124,RUN,OK,RUN,0.98
2026-01-27T00:37:26.435921Z,56.94,59.46,57.0,7.15,eco,0.05,37.0,18.0,95.03,1723.7,18.14,1382.7,1448.4,341.0,1286.1,47.96,34.98,1.18,0.46,3.127,RUN,OK,RUN,0.98
2026-01-27T00:37:26.635921Z,56.99,59.5,57.01,7.05,eco,0.05,37.0,18.0,95.01,1716.9,18.07,1382.9,1452.0,334.1,1286.3,47.95,34.98,1.17,0.46,3.13,RUN,OK,RUN,0.98
2026-01-27T00:37:26.835921Z,57.04,59.53,57.02,6.95,eco,0.05,37.0,18.0,94.99,1710.1,18.0,1383.1,1455.6,327.0,1286.5,47.95,34.98,1.17,0.46,3.133,RUN,OK,RUN,0.98
2026-01-27T00:37:27.035921Z,57.09,59.57,57.03,6.85,eco,0.05,37.0,18.0,94.97,1703.2,17.93,1383.3,1459.1,319.9,1286.6,47.95,34.98,1.17,0.46,3.137,RUN,OK,RUN,0.98
2026-01-27T00:37:27.235921Z,57.14,59.6,57.04,6.76,eco,0.05,37.0,18.0,94.95,1696.3,17.87,1383.5,1462.6,312.8,1286.8,47.95,34.98,1.17,0.46,3.14,RUN,OK,RUN,0.98
2026-01-27T00:37:27.435921Z,57.19,59.64,57.05,6.66,eco,0.05,37.0,17.99,94.93,1689.3,17.8,1383.7,1466.1,305.6,1287.0,47.95,34.98,1.16,0.46,3.143,RUN,OK,RUN,0.98
2026-01-27T00:37:27.635921Z,57.25,59.68,57.06,6.57,eco,0.05,37.0,17.99,94.91,1682.2,17.72,1383.9,1469.5,298.3,1287.2,47.95,34.98,1.16,0.46,3.146,RUN,OK,RUN,0.98
2026-01-27T00:37:27.835921Z,57.3,59.72,57.08,6.49,eco,0.05,37.0,17.99,94.89,1675.1,17.65,1384.2,1472.9,291.0,1287.3,47.95,34.98,1.16,0.46,3.149,RUN,OK,RUN,0.98
2026-01-27T00:37:28.035921Z,57.35,59.76,57.09,6.4,eco,0.05,37.0,17.98,94.87,1667.9,17.58,1384.4,1476.2,283.6,1287.5,47.95,34.98,1.15,0.46,3.152,RUN,OK,RUN,0.98
2026-01-27T00:37:28.235921Z,57.41,59.8,57.1,6.32,eco,0.05,37.0,17.98,94.85,1660.7,17.51,1384.6,1479.5,276.1,1287.7,47.95,34.98,1.15,0.46,3.156,RUN,OK,RUN,0.98
2026-01-27T00:37:28.435921Z,57.46,59.84,57.12,6.24,eco,0.05,37.0,17.97,94.83,1653.4,17.44,1384.8,1482.8,268.6,1287.8,47.94,34.98,1.15,0.46,3.159,RUN,OK,RUN,0.98
2026-01-27T00:37:28.635921Z,57.52,59.88,57.13,6.16,eco,0.05,37.0,17.96,94.81,1646.0,17.36,1385.0,1486.0,261.1,1288.0,47.94,34.98,1.15,0.46,3.162,RUN,OK,RUN,0.98
2026-01-27T00:37:28.835921Z,57.57,59.92,57.15,6.08,eco,0.05,37.0,17.96,94.79,1638.6,17.29,1385.2,1489.2,253.5,1288.1,47.94,34.98,1.14,0.46,3.165,RUN,OK,RUN,0.98
2026-01-27T00:37:29.035921Z,57.63,59.96,57.17,6.01,eco,0.05,37.0,17.95,94.77,1631.2,17.21,1385.4,1492.3,245.8,1288.3,47.94,34.99,1.14,0.46,3.168,RUN,OK,RUN,0.98
2026-01-27T00:37:29.235921Z,57.68,60.0,57.19,5.94,eco,0.05,37.0,17.94,94.75,1623.7,17.14,1385.6,1495.4,238.1,1288.5,47.94,34.99,1.14,0.46,3.171,RUN,OK,RUN,0.98
2026-01-27T00:37:29.435921Z,57.74,60.04,57.2,5.87,eco,0.05,37.0,17.93,94.73,1616.1,17.06,1385.8,1498.4,230.3,1288.6,47.94,34.99,1.14,0.46,3.175,RUN,OK,RUN,0.98
2026-01-27T00:37:29.635921Z,57.8,60.09,57.22,5.8,eco,0.05,37.0,17.91,94.71,1608.5,16.98,1386.0,1501.5,222.5,1288.8,47.94,34.99,1.13,0.45,3.178,RUN,OK,RUN,0.98
2026-01-27T00:37:29.835921Z,57.86,60.13,57.24,5.74,eco,0.05,37.0,17.9,94.69,1600.8,16.91,1386.2,1504.4,214.7,1288.9,47.93,34.99,1.13,0.45,3.181,RUN,OK,RUN,0.98
2026-01-27T00:37:30.035921Z,57.92,60.17,57.27,5.68,eco,0.05,37.0,17.89,94.67,1593.1,16.83,1386.4,1507.4,206.7,1289.1,47.93,34.99,1.13,0.45,3.184,RUN,OK,RUN,0.98
2026-01-27T00:37:30.235921Z,57.98,60.22,57.29,5.62,eco,0.05,37.0,17.88,94.65,1585.3,16.75,1386.6,1510.3,198.8,1289.2,47.93,34.99,1.12,0.45,3.187,RUN,OK,RUN,0.98
2026-01-27T00:37:30.435921Z,58.04,60.26,57.31,5.57,eco,0.05,37.0,17.86,94.63,1577.5,16.67,1386.7,1513.1,190.8,1289.4,47.93,34.99,1.12,0.45,3.191,RUN,OK,RUN,0.98
2026-01-27T00:37:30.635921Z,58.1,60.31,57.33,5.51,eco,0.05,37.0,17.85,94.61,1569.7,16.59,1386.9,1515.9,182.7,1289.5,47.93,34.99,1.12,0.45,3.194,RUN,OK,RUN,0.98
2026-01-27T00:37:30.835921Z,58.16,60.36,57.36,5.46,eco,0.05,37.0,17.83,94.59,1561.8,16.51,1387.1,1518.7,174.6,1289.7,47.93,34.99,1.12,0.45,3.197,RUN,OK,RUN,0.98
2026-01-27T00:37:31.035921Z,58.22,60.4,57.38,5.41,eco,0.05,37.0,17.81,94.57,1553.8,16.43,1387.3,1521.4,166.5,1289.8,47.93,34.99,1.11,0.45,3.2,RUN,OK,RUN,0.98
2026-01-27T00:37:31.235921Z,58.28,60.45,57.41,5.37,eco,0.05,37.0,17.8,94.55,1545.8,16.35,1387.5,1524.1,158.3,1290.0,47.92,34.99,1.11,0.45,3.203,RUN,OK,RUN,0.98
2026-01-27T00:37:31.435921Z,58.35,60.5,57.44,5.33,eco,0.05,37.0,17.78,94.53,1537.8,16.27,1387.7,1526.7,150.1,1290.1,47.92,34.99,1.11,0.45,3.206,RUN,OK,RUN,0.98
2026-01-27T00:37:31.635921Z,58.41,60.55,57.46,5.29,eco,0.05,37.0,17.76,94.51,1529.7,16.19,1387.9,1529.3,141.8,1290.3,47.92,34.99,1.1,0.45,3.21,RUN,OK,RUN,0.98
2026-01-27T00:37:31.835921Z,58.47,60.59,57.49,5.25,eco,0.05,37.0,17.74,94.49,1521.6,16.1,1388.0,1531.8,133.5,1290.4,47.92,34.99,1.1,0.45,3.213,RUN,OK,RUN,0.98
2026-01-27T00:37:32.035921Z,58.54,60.64,57.52,5.21,eco,0.05,37.0,17.72,94.47,1513.4,16.02,1388.2,1534.4,125.2,1290.6,47.92,34.99,1.1,0.45,3.216,RUN,OK,RUN,0.98
2026-01-27T00:37:32.235921Z,58.6,60.69,57.55,5.18,eco,0.05,37.0,17.7,94.45,1505.2,15.94,1388.4,1536.8,116.8,1290.7,47.92,34.99,1.1,0.45,3.219,RUN,OK,RUN,0.98
2026-01-27T00:37:32.435921Z,58.67,60.74,57.58,5.15,eco,0.05,37.0,17.67,94.43,1497.0,15.85,1388.6,1539.2,108.4,1290.9,47.92,34.99,1.09,0.45,3.222,RUN,OK,RUN,0.98
2026-01-27T00:37:32.635921Z,58.73,60.79,57.62,5.12,eco,0.05,37.0,17.65,94.41,1488.7,15.77,1388.8,1541.6,100.0,1291.0,47.91,34.99,1.09,0.45,3.226,RUN,OK,RUN,0.98
2026-01-27T00:37:32.835921Z,58.8,60.84,57.65,5.1,eco,0.05,37.0,17.63,94.39,1480.4,15.68,1388.9,1543.9,91.5,1291.1,47.91,34.99,1.09,0.45,3.229,RUN,OK,RUN,0.98
2026-01-27T00:37:33.035921Z,58.87,60.9,57.68,5.08,eco,0.05,37.0,17.6,94.37,1472.1,15.6,1389.1,1546.2,83.0,1291.3,47.91,34.99,1.08,0.45,3.232,RUN,OK,RUN,0.98
2026-01-27T00:37:33.235921Z,58.93,60.95,57.72,5.06,eco,0.05,37.0,17.58,94.35,1463.7,15.51,1389.3,1548.4,74.4,1291.4,47.91,34.99,1.08,0.44,3.235,RUN,OK,RUN,0.98
2026-01-27T00:37:33.435921Z,59.0,61.0,57.76,5.04,eco,0.05,37.0,17.55,94.33,1455.3,15.43,1389.4,1550.6,65.8,1291.6,47.91,34.99,1.08,0.44,3.238,RUN,OK,RUN,0.98
2026-01-27T00:37:33.635921Z,59.07,61.05,57.79,5.03,eco,0.05,37.0,17.53,94.31,1446.8,15.34,1389.6,1552.8,57.2,1291.7,47.91,34.99,1.07,0.44,3.242,RUN,OK,RUN,0.98
2026-01-27T00:37:33.835921Z,59.14,61.11,57.83,5.02,eco,0.05,36.99,17.5,94.29,1438.4,15.25,1389.8,1554.9,48.6,1291.8,47.9,34.99,1.07,0.44,3.245,RUN,OK,RUN,0.98
2026-01-27T00:37:34.035921Z,59.21,61.16,57.87,5.01,eco,0.05,36.99,17.47,94.27,1429.9,15.17,1390.0,1556.9,39.9,1292.0,47.9,34.99,1.07,0.44,3.248,RUN,OK,RUN,0.98
2026-01-27T00:37:34.235921Z,59.28,61.22,57.91,5.0,eco,0.05,36.99,17.44,94.25,1421.3,15.08,1390.1,1558.9,31.2,1292.1,47.9,34.99,1.07,0.44,3.251,RUN,OK,RUN,0.98
2026-01-27T00:37:34.435921Z,59.35,61.27,57.95,5.0,eco,0.05,36.99,17.41,94.23,1412.8,14.99,1390.3,1560.9,22.5,1292.2,47.9,34.99,1.06,0.44,3.255,RUN,OK,RUN,0.98
2026-01-27T00:37:34.635921Z,59.42,61.33,57.99,5.0,eco,0.05,36.99,17.38,94.21,1404.2,14.9,1390.4,1562.8,13.8,1292.4,47.9,34.99,1.06,0.44,3.258,RUN,OK,RUN,0.98
2026-01-27T00:37:34.835921Z,59.49,61.38,58.04,5.0,eco,0.05,36.99,17.35,94.19,1395.6,14.82,1390.6,1564.7,5.0,1292.5,47.9,35.0,1.06,0.44,3.261,RUN,OK,RUN,0.98
2026-01-27T00:37:35.035921Z,59.56,61.44,58.08,5.01,eco,0.05,36.99,17.32,94.17,1387.0,14.73,1390.8,1566.5,-3.8,1292.6,47.89,35.0,1.05,0.44,3.264,RUN,OK,RUN,0.98
2026-01-27T00:37:35.235921Z,59.63,61.49,58.13,5.01,eco,0.05,36.99,17.28,94.15,1378.3,14.64,1390.9,1568.3,-12.6,1292.7,47.89,35.0,1.05,0.44,3.267,RUN,OK,RUN,0.98
2026-01-27T00:37:35.435921Z,59.7,61.55,58.17,5.03,eco,0.05,36.99,17.25,94.13,1369.6,14.55,1391.1,1570.0,-21.4,1292.9,47.89,35.0,1.05,0.44,3.271,RUN,OK,RUN,0.98
2026-01-27T00:37:35.635921Z,59.78,61.61,58.22,5.04,eco,0.05,36.99,17.22,94.11,1360.9,14.46,1391.2,1571.7,-30.3,1293.0,47.89,35.0,1.04,0.44,3.274,RUN,OK,RUN,0.98
2026-01-27T00:37:35.835921Z,59.85,61.67,58.27,5.05,eco,0.05,36.99,17.18,94.09,1352.2,14.37,1391.4,1573.3,-39.2,1293.1,47.89,35.0,1.04,0.44,3.277,RUN,OK,RUN,0.98
2026-01-27T00:37:36.035921Z,59.92,61.72,58.32,5.07,eco,0.05,36.99,17.15,94.07,1343.5,14.28,1391.5,1574.9,-48.1,1293.2,47.88,35.0,1.04,0.44,3.28,RUN,OK,RUN,0.98
2026-01-27T00:37:36.235921Z,60.0,61.78,58.37,5.09,eco,0.05,36.99,17.11,94.05,1334.7,14.19,1391.7,1576.4,-57.0,1293.4,47.88,35.0,1.04,0.44,3.284,RUN,OK,RUN,0.98
2026-01-27T00:37:36.435921Z,60.07,61.84,58.42,5.12,eco,0.05,36.99,17.07,94.03,1326.0,14.1,1391.9,1577.9,-65.9,1293.5,47.88,35.0,1.03,0.44,3.287,RUN,OK,RUN,0.98
